"user"	"date"	"oclc"	"name"	"state"	"ids"	"turn"	"status"	"distance"
"heq"	"2015-07-08"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"9"	"NA"	"237"
"heq"	"2016-03-31"	"ZWC"	"WAGNER COLLEGE"	"NY"	false	"7"	"NA"	"0"
"hickerns"	"2016-05-24"	"ORE"	"OREGON STATE UNIV, CORVALLIS"	"OR"	false	"8"	"Student"	"2431"
"hisloper"	"2017-06-30"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"3"	"Faculty"	"1642"
"hisloper"	"2017-10-02"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"3"	"Faculty"	"113"
"hisloper"	"2017-01-18"	"IF9"	"GAIL BORDEN PUB LIBR DIST"	"IL"	false	"6"	"Faculty"	"0"
"hoangl"	"2016-02-05"	"EXH"	"HOPE COLLEGE"	"MI"	false	"3"	"Student"	"617"
"hobartt"	"2015-03-17"	"UBC"	"UNIVERSITY of BRITISH COLUMBIA LIBRARY"	"BC"	false	"11"	"NA"	"0"
"hobartt"	"2014-10-29"	"VXN"	"NEW YORK STATE DEPT of HEALTH"	"NY"	false	"4"	"NA"	"17"
"hobartt"	"2014-12-10"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"6"	"NA"	"237"
"hobartt"	"2014-05-12"	"NAM"	"SUNY at ALBANY"	"NY"	true	"4"	"NA"	"10"
"hobartt"	"2014-06-16"	"AUM"	"UNIVERSITY of MASSACHUSETTS AMHERST"	"MA"	true	"5"	"NA"	"77"
"hobartt"	"2015-03-17"	"VTU"	"UNIVERSITY of VERMONT, BAILEY LIBRARY"	"VT"	false	"4"	"NA"	"0"
"hobartt"	"2014-11-17"	"UBC"	"UNIVERSITY of BRITISH COLUMBIA LIBRARY"	"BC"	false	"11"	"NA"	"0"
"hobartt"	"2015-02-16"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"NA"	"10"
"hobartt"	"2015-03-18"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"42.15708008546248"	"NA"	"113"
"hobartt"	"2014-06-16"	"FDA"	"FLORIDA STATE UNIVERSITY"	"FL"	false	"6"	"NA"	"1028"
"hobartt"	"2015-03-17"	"IAF"	"GOVERNORS STATE UNIVERSITY"	"IL"	false	"13"	"NA"	"0"
"hobartt"	"2014-04-29"	"FHM"	"UNIVERSITY of S FLORIDA"	"FL"	false	"6"	"NA"	"1149"
"hobartt"	"2014-06-16"	"HLS"	"HARVARD UNIV, HARVARD COL LIBRARY"	"MA"	false	"7"	"NA"	"146"
"hobartt"	"2015-01-13"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"10"	"NA"	"966"
"hobartt"	"2015-03-17"	"HTM"	"WHITMAN COL, PENROSE MEM LIBRARY"	"WA"	false	"4"	"NA"	"2173"
"hobartt"	"2015-01-22"	"ORC"	"REED COL LIBRARY"	"OR"	false	"11"	"NA"	"2384"
"hobartt"	"2015-06-08"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"8"	"NA"	"438"
"hobartt"	"2015-06-08"	"TWU"	"UNIVERSITY of the SOUTH"	"TN"	false	"8"	"NA"	"830"
"hobartt"	"2014-06-09"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"5"	"NA"	"237"
"hobartt"	"2014-12-01"	"CBU"	"US BUR of the CENSUS"	"DC"	false	"8"	"NA"	"0"
"hobartt"	"2014-10-14"	"CUY"	"UNIVERSITY of CALIFORNIA, BERKELEY"	"CA"	false	"13"	"NA"	"2533"
"hobartt"	"2015-04-08"	"KEN"	"KENYON COL LIBRARY"	"OH"	false	"10"	"NA"	"469"
"hobartt"	"2015-02-10"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"4"	"NA"	"268"
"hobartt"	"2015-04-08"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"NA"	"10"
"hobartt"	"2014-06-16"	"NNM"	"DAVIDSON COLLEGE"	"NC"	false	"4"	"NA"	"626"
"hobartt"	"2015-01-12"	"IOG"	"GRINNELL COLLEGE"	"IA"	false	"3"	"NA"	"961"
"hobartt"	"2015-03-18"	"CUY"	"UNIVERSITY of CALIFORNIA, BERKELEY"	"CA"	false	"7"	"NA"	"2533"
"hobartt"	"2015-06-08"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"6"	"Faculty"	"113"
"hobartt"	"2014-12-02"	"WEL"	"WELLESLEY COL, MARGARET CLAPP LIBRARY"	"MA"	true	"4"	"NA"	"138"
"hobartt"	"2015-06-08"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"8"	"NA"	"438"
"hobartt"	"2014-06-16"	"FDA"	"FLORIDA STATE UNIVERSITY"	"FL"	false	"7"	"NA"	"1028"
"hobartt"	"2014-08-27"	"NNM"	"DAVIDSON COLLEGE"	"NC"	false	"6"	"NA"	"626"
"hobartt"	"2014-11-18"	"SLU"	"SAINT LOUIS UNIV, LAW LIBRARY"	"MO"	false	"11"	"NA"	"0"
"hobartt"	"2014-06-16"	"AUM"	"UNIVERSITY of MASSACHUSETTS AMHERST"	"MA"	true	"8"	"NA"	"77"
"hobartt"	"2014-05-12"	"NAM"	"SUNY at ALBANY"	"NY"	true	"4"	"NA"	"10"
"hodgsond"	"2014-07-08"	"FDA"	"FLORIDA STATE UNIVERSITY"	"FL"	false	"11"	"Faculty"	"1028"
"hollanda"	"2015-05-04"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"12"	"Student"	"268"
"hollanda"	"2015-06-08"	"WOO"	"COLLEGE of WOOSTER"	"OH"	false	"8"	"Student"	"0"
"hollanda"	"2015-06-24"	"VHB"	"BUFFALO & ERIE CNTY PUB LIBRARY"	"NY"	false	"8"	"Student"	"0"
"hollanda"	"2015-06-04"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Student"	"10"
"hollochk"	"2016-07-26"	"AUM"	"UNIVERSITY of MASSACHUSETTS AMHERST"	"MA"	true	"8"	"Faculty"	"77"
"hollochk"	"2017-03-15"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"holmesj"	"2016-03-17"	"AD#"	"NAVAL POSTGRADUATE SCH"	"CA"	false	"11"	"Student"	"0"
"holmesj"	"2015-05-12"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"9"	"Student"	"78"
"holmesj"	"2016-03-17"	"MTH"	"MOUNT HOLYOKE COLLEGE"	"MA"	false	"5"	"Student"	"79"
"holmesj"	"2015-03-30"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"9"	"Student"	"78"
"horsta"	"2015-03-17"	"ZAE"	"SAINT LOUIS CNTY LIBRARY"	"MO"	false	"13"	"NA"	"0"
"hteth"	"2015-06-08"	"DKC"	"DICKINSON COLLEGE"	"PA"	false	"10"	"Student"	"249"
"hubbarda"	"2017-03-16"	"NAM"	"SUNY at ALBANY"	"NY"	true	"4"	"Student"	"10"
"hubbarda"	"2016-03-18"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"3"	"Student"	"199"
"huismana"	"2017-02-01"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"hux"	"2015-08-04"	"TS4"	"BROWNSVILLE PUB LIBRARY"	"TX"	false	"7"	"Student"	"0"
"hux"	"2015-08-05"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"9"	"Student"	"1313"
"hux"	"2015-08-17"	"ZMC"	"MANHATTAN COL LIBRARY"	"NY"	false	"14"	"Student"	"0"
"hux"	"2015-09-09"	"PTP"	"POINT PARK UNIVERSITY"	"PA"	false	"7"	"Student"	"0"
"hynesk"	"2015-11-19"	"WKM"	"SUNY AGR & TECH COL at COBLESKILL"	"NY"	true	"7"	"Student"	"0"
"hynesk"	"2016-02-25"	"WKM"	"SUNY AGR & TECH COL at COBLESKILL"	"NY"	true	"7"	"Student"	"0"
"hythonw"	"2014-06-02"	"CSB"	"CALIFORNIA STATE UNIV, SAN BERNARDINO"	"CA"	false	"7"	"NA"	"0"
"ingoldsm"	"2014-05-05"	"IPL"	"PURDUE UNIVERSITY"	"IN"	false	"7"	"NA"	"0"
"ingoldsm"	"2014-03-19"	"BUF"	"SUNY at BUFFALO"	"NY"	true	"10"	"NA"	"248"
"irvines"	"2017-01-05"	"KPL"	"KEARNEY PUB LIBRARY"	"NE"	false	"18"	"Student"	"0"
"irvines"	"2017-02-24"	"GZQ"	"MARQUETTE UNIV RAYNOR MEMORIAL LIBRARY"	"WI"	false	"7"	"Student"	"708"
"irvines"	"2016-11-11"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"irvines"	"2016-11-11"	"CTL"	"CONNECTICUT COLLEGE"	"CT"	false	"6"	"Student"	"136"
"ivarsona"	"2015-06-11"	"MNG"	"GUSTAVUS ADOLPHUS COLLEGE"	"MN"	false	"5"	"Student"	"0"
"jacobij"	"2015-06-12"	"OSU"	"OHIO STATE UNIV, THE"	"OH"	false	"3"	"Student"	"0"
"jacoboa"	"2015-06-17"	"VYR"	"US AIR FORCE RES LAB/AFRL"	"NY"	false	"7"	"Student"	"0"
"jankinst"	"2014-12-01"	"ZIH"	"HOFSTRA UNIVERSITY"	"NY"	true	"14"	"Student"	"0"
"jaureguj"	"2013-11-11"	"SUF"	"SUFFOLK UNIVERSITY"	"MA"	false	"16"	"Faculty"	"0"
"jaureguj"	"2015-10-06"	"MUU"	"UNIVERSITY of MISSOURI--COLUMBIA"	"MO"	false	"5"	"Faculty"	"996"
"jaureguj"	"2014-09-23"	"WEL"	"WELLESLEY COL, MARGARET CLAPP LIBRARY"	"MA"	true	"9"	"Faculty"	"138"
"jaureguj"	"2014-11-06"	"WCM"	"WILLIAMS COLLEGE"	"MA"	false	"11"	"Faculty"	"37"
"jaureguj"	"2015-10-07"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"13"	"Faculty"	"213"
"jaureguj"	"2015-10-07"	"CFI"	"CALIFORNIA STATE UNIV, FULLERTON"	"CA"	false	"5"	"Faculty"	"0"
"jaureguj"	"2015-09-28"	"GZQ"	"MARQUETTE UNIV RAYNOR MEMORIAL LIBRARY"	"WI"	false	"10"	"Faculty"	"708"
"jaureguj"	"2014-10-30"	"ORC"	"REED COL LIBRARY"	"OR"	false	"8"	"Faculty"	"2384"
"jaureguj"	"2015-06-08"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"12"	"Faculty"	"214"
"jaureguj"	"2016-11-18"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Faculty"	"10"
"jaureguj"	"2017-04-10"	"WCM"	"WILLIAMS COLL"	"MA"	false	"21"	"Faculty"	"37"
"jaureguj"	"2014-09-02"	"ORC"	"REED COL LIBRARY"	"OR"	false	"7"	"Faculty"	"2384"
"jenkinsh"	"2016-04-08"	"UNA"	"US NAVAL ACAD"	"MD"	false	"0"	"Faculty"	"0"
"jiangs"	"2014-08-06"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"6"	"Student"	"139"
"jiangs"	"2014-08-06"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"5"	"Student"	"199"
"jiangs"	"2014-08-06"	"VVS"	"SARAH LAWRENCE COLLEGE"	"NY"	false	"9"	"Student"	"0"
"jiangs"	"2015-11-09"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"9"	"Student"	"213"
"jillmarie"	"2015-09-10"	"AZS"	"ARIZONA STATE UNIVERSITY"	"AZ"	false	"8"	"Faculty"	"0"
"johnsod3"	"2017-03-14"	"XJM"	"SCHENECTADY CNTY COMMUN COLLEGE"	"NY"	true	"0"	"Student"	"0"
"johnsod3"	"2017-04-17"	"IDU"	"DEPAUW UNIVERSITY"	"IN"	false	"12"	"Student"	"706"
"johnsonb"	"2014-03-26"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"45"	"Faculty"	"199"
"johnsong"	"2015-11-24"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"3"	"Student"	"21"
"johnsong"	"2015-11-25"	"NAM"	"SUNY at ALBANY"	"NY"	true	"7"	"Student"	"10"
"jonesl"	"2015-11-20"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"NA"	"10"
"jonesm"	"2013-11-22"	"VXV"	"HUDSON VAL COMMUN COLLEGE"	"NY"	true	"5"	"Student"	"0"
"kaders"	"2016-03-11"	"DKC"	"DICKINSON COLLEGE"	"PA"	false	"3"	"Student"	"249"
"kaders"	"2016-03-11"	"IAK"	"LAKE FOREST COLLEGE"	"IL"	false	"12"	"Student"	"0"
"kaders"	"2015-11-25"	"DKC"	"DICKINSON COLLEGE"	"PA"	false	"2"	"Student"	"249"
"kangz"	"2017-06-01"	"YOM"	"SUNY at OSWEGO"	"NY"	true	"8"	"Student"	"139"
"kangz"	"2017-05-09"	"HVC"	"HAVERFORD COLLEGE"	"PA"	false	"3"	"Student"	"207"
"kangz"	"2017-03-20"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"8"	"Student"	"268"
"kangz"	"2016-06-09"	"AD#"	"NAVAL POSTGRADUATE SCH"	"CA"	false	"18"	"Student"	"0"
"kangz"	"2017-03-20"	"WCM"	"WILLIAMS COLL"	"MA"	false	"8"	"Student"	"37"
"kangz"	"2017-06-05"	"SNN"	"SMITH COLLEGE"	"MA"	false	"9"	"Student"	"74"
"kangz"	"2017-01-09"	"VJK"	"SUNY ADIRONDACK LIBRARY"	"NY"	false	"2"	"Student"	"39"
"kangz"	"2017-05-09"	"BMC"	"BRYN MAWR COLLEGE"	"PA"	false	"11"	"Student"	"206"
"kangz"	"2017-06-08"	"VJK"	"SUNY ADIRONDACK LIBRARY"	"NY"	false	"3"	"Student"	"39"
"kangz"	"2015-11-23"	"NLY"	"NEW ENGLAND INST of TECH"	"RI"	false	"14"	"Student"	"0"
"kangz"	"2017-01-16"	"WKG"	"CARDINAL STRITCH UNIV LIBRARY"	"WI"	false	"7"	"Student"	"0"
"kangz"	"2016-05-20"	"MTG"	"UNIVERSITY of MONTANA, MANSFIELD LIBRARY"	"MT"	false	"12"	"Student"	"0"
"kangz"	"2017-06-05"	"WII"	"BELOIT COL LIBRARY"	"WI"	false	"8"	"Student"	"0"
"kangz"	"2017-01-26"	"MNJ"	"SAINT JOHNS UNIVERSITY"	"MN"	false	"9"	"Student"	"145"
"kangz"	"2017-06-08"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"3"	"Student"	"21"
"kangz"	"2017-01-16"	"VXW"	"VASSAR COLLEGE"	"NY"	false	"7"	"Student"	"78"
"kangz"	"2017-01-16"	"VKM"	"SIENA COLLEGE"	"NY"	false	"6"	"Student"	"11"
"kangz"	"2017-02-10"	"XBM"	"SUNY at BROCKPORT"	"NY"	true	"7"	"Student"	"0"
"kangz"	"2017-03-20"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"3"	"Student"	"14"
"kangz"	"2017-06-06"	"CBY"	"COLBY COLLEGE"	"ME"	true	"3"	"Student"	"245"
"kangz"	"2017-01-16"	"DKC"	"DICKINSON COLLEGE"	"PA"	false	"6"	"Student"	"249"
"kangz"	"2015-06-09"	"FWA"	"UNIVERSITY of W FLORIDA"	"FL"	false	"14"	"Student"	"0"
"kangz"	"2016-06-09"	"IUP"	"PURDUE UNIVERSITY, INDIANAPOLIS"	"IN"	false	"5"	"Student"	"690"
"kangz"	"2017-01-26"	"XMC"	"BOROUGH of MANHATTAN COMMUN COLLEGE"	"NY"	false	"15"	"Student"	"0"
"kangz"	"2016-10-06"	"CSB"	"CALIFORNIA STATE UNIV, SAN BERNARDINO"	"CA"	false	"8"	"Student"	"0"
"kangz"	"2016-11-11"	"VYL"	"LEHMAN COL LIBRARY"	"NY"	false	"12"	"Student"	"0"
"kangz"	"2017-01-26"	"VYG"	"FINGER LAKES LIBR SYST"	"NY"	false	"14"	"Student"	"0"
"kangz"	"2017-02-10"	"SNN"	"SMITH COLLEGE"	"MA"	false	"14"	"Student"	"74"
"kangz"	"2017-03-20"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"2"	"Student"	"14"
"kashyapa"	"2016-03-24"	"AUM"	"UNIVERSITY of MASSACHUSETTS AMHERST"	"MA"	true	"9"	"Student"	"77"
"kaufmanr"	"2017-04-28"	"WIB"	"LAWRENCE UNIVERSITY"	"WI"	false	"12"	"Student"	"731"
"kayem"	"2014-06-11"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"7"	"Student"	"438"
"keatw"	"2015-06-11"	"ORE"	"OREGON STATE UNIV, CORVALLIS"	"OR"	false	"8"	"Faculty"	"2431"
"Keeganm"	"2016-03-07"	"ZBM"	"SUNY at ONEONTA"	"NY"	true	"2"	"Student"	"0"
"kellym3"	"2017-04-17"	"MIQ"	"MILLS COLLEGE"	"CA"	false	"8"	"Faculty"	"0"
"kesheng"	"2017-02-09"	"VJN"	"COLLEGE of ST ROSE LIBRARY"	"NY"	true	"7"	"Staff"	"13"
"kesheng"	"2016-11-09"	"DKC"	"DICKINSON COLLEGE"	"PA"	false	"3"	"Staff"	"249"
"kesheng"	"2017-01-05"	"MAC"	"MACALESTER COL LIBRARY"	"MN"	false	"19"	"Staff"	"967"
"kesheng"	"2016-11-21"	"NAM"	"SUNY at ALBANY"	"NY"	true	"4"	"Staff"	"10"
"khana"	"2016-10-20"	"VJN"	"COLLEGE of ST ROSE LIBRARY"	"NY"	true	"2"	"NA"	"13"
"kiernanw"	"2015-02-27"	"WCM"	"WILLIAMS COLLEGE"	"MA"	false	"7"	"Student"	"37"
"kiml2"	"2015-05-29"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"8"	"Student"	"214"
"kinga"	"2017-08-16"	"OQP"	"PORTLAND COMMUN COL LIBRARY"	"OR"	false	"19"	"Student"	"0"
"kinga"	"2017-09-25"	"PMD"	"MARICOPA COMMUN COL DIST"	"AZ"	false	"14"	"Student"	"2150"
"kingslee"	"2015-04-27"	"VYF"	"FORDHAM UNIVERSITY"	"NY"	false	"5"	"Student"	"0"
"kingslee"	"2015-04-30"	"BKL"	"BROOKLYN PUB LIBRARY"	"NY"	false	"6"	"Student"	"148"
"kirkl"	"2017-05-09"	"CTW"	"EASTERN CONNECTICUT STATE UNIVERSITY"	"CT"	false	"6"	"Student"	"0"
"kirktons"	"2016-11-22"	"WCM"	"WILLIAMS COLL"	"MA"	false	"6"	"Faculty"	"37"
"kirktons"	"2014-08-12"	"VXN"	"NEW YORK STATE DEPT of HEALTH"	"NY"	false	"2"	"Faculty"	"17"
"kirktons"	"2016-03-18"	"VXN"	"NEW YORK STATE DEPT of HEALTH"	"NY"	false	"1"	"Faculty"	"17"
"kirktons"	"2016-11-22"	"EXA"	"ALBION COLLEGE"	"MI"	false	"12"	"Faculty"	"0"
"kirscher"	"2015-03-17"	"CSF"	"SAN FRANCISCO STATE UNIV LIBRARY"	"CA"	false	"12"	"Student"	"0"
"kleind"	"2015-03-02"	"IYU"	"BAYLOR UNIVERSITY"	"TX"	false	"9"	"Faculty"	"1487"
"kleind"	"2015-04-08"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"kollerb"	"2014-03-11"	"NAM"	"SUNY at ALBANY"	"NY"	true	"8"	"Student"	"10"
"kopachm"	"2015-01-07"	"UOJ"	"TIMBERLAND REG LIBRARY"	"WA"	false	"7"	"Staff library"	"0"
"kopachm"	"2014-01-14"	"HLS"	"HARVARD UNIV, HARVARD COL LIBRARY"	"MA"	false	"24"	"Staff library"	"146"
"koszers"	"2017-06-07"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Student"	"10"
"kuhnb"	"2014-04-07"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"3"	"Faculty"	"1642"
"kuhnb"	"2014-03-14"	"DKC"	"DICKINSON COLLEGE"	"PA"	false	"14"	"Faculty"	"249"
"kuhnb"	"2014-04-07"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"15"	"Faculty"	"2415"
"kuhnb"	"2014-03-14"	"AUM"	"UNIVERSITY of MASSACHUSETTS AMHERST"	"MA"	true	"8"	"Faculty"	"77"
"kuhnb"	"2014-10-20"	"IYU"	"BAYLOR UNIVERSITY"	"TX"	false	"9"	"Faculty"	"1487"
"kuhnb"	"2014-03-14"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"15"	"Faculty"	"213"
"kurchenk"	"2015-06-17"	"GZM"	"UNIVERSITY of WISCONSIN MADISON, GEN LIBR SYS"	"WI"	false	"9"	"NA"	"0"
"kusupatv"	"2015-08-04"	"BTS"	"BATES COLLEGE"	"ME"	true	"5"	"Student"	"207"
"kusupatv"	"2015-08-04"	"OPU"	"PACIFIC UNIVERSITY"	"OR"	false	"5"	"Student"	"0"
"kusupatv"	"2015-01-20"	"MDY"	"MIDDLEBURY COLLEGE"	"VT"	true	"8"	"Student"	"91"
"kusupatv"	"2016-05-24"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"13"	"Student"	"214"
"kusupatv"	"2015-08-04"	"GZQ"	"MARQUETTE UNIV RAYNOR MEMORIAL LIBRARY"	"WI"	false	"9"	"Student"	"708"
"kusupatv"	"2016-01-06"	"BTS"	"BATES COLLEGE"	"ME"	true	"8"	"Student"	"207"
"kusupatv"	"2015-01-20"	"VJM"	"ALBANY COL of PHARM AND HEALTH SCI"	"NY"	false	"16"	"Student"	"0"
"lamashet"	"2017-10-11"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"12"	"Student"	"966"
"lamashet"	"2017-09-04"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"lamashet"	"2017-07-20"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"17"	"Student"	"186"
"lamashet"	"2017-06-06"	"ZFM"	"FINGER LAKES COMMUN COLLEGE"	"NY"	false	"7"	"Student"	"0"
"lamashet"	"2017-09-04"	"APK"	"FORT CAMPBELL, RF SINK LIBRARY"	"KY"	false	"14"	"Student"	"0"
"landestg"	"2016-01-14"	"UCW"	"UNIVERSITY of CONNECTICUT"	"CT"	true	"6"	"Student"	"110"
"laughara"	"2014-03-20"	"FHM"	"UNIVERSITY of S FLORIDA"	"FL"	false	"7"	"Student"	"1149"
"laughara"	"2014-03-20"	"CDS"	"SAN DIEGO STATE UNIV LIBRARY"	"CA"	false	"9"	"Student"	"0"
"leavitts"	"2017-02-02"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"3"	"Faculty"	"213"
"leavitts"	"2017-10-03"	"EEM"	"MICHIGAN STATE UNIVERSITY"	"MI"	false	"7"	"Faculty"	"0"
"leavitts"	"2016-09-09"	"ORC"	"REED COL LIBRARY"	"OR"	false	"7"	"Faculty"	"2384"
"leavitts"	"2017-02-02"	"OWS"	"WILLAMETTE UNIVERSITY"	"OR"	false	"11"	"Faculty"	"2412"
"leavitts"	"2017-07-17"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"2"	"Faculty"	"21"
"leclaira"	"2017-06-09"	"MOR"	"MORAVIAN COLLEGE"	"PA"	false	"7"	"Faculty"	"0"
"leclaira"	"2017-09-12"	"IPL"	"PURDUE UNIVERSITY"	"IN"	false	"8"	"Faculty"	"0"
"leclaira"	"2017-09-14"	"HLS"	"HARVARD UNIV, HARVARD COL LIBRARY"	"MA"	false	"7"	"Faculty"	"146"
"leclaira"	"2016-03-04"	"CGU"	"UNIVERSITY of CHICAGO"	"IL"	false	"13"	"Faculty"	"701"
"leclaira"	"2014-04-02"	"MDY"	"MIDDLEBURY COLLEGE"	"VT"	true	"13"	"Faculty"	"91"
"leclaira"	"2017-06-09"	"ZRS"	"SAGE COL, THE"	"NY"	true	"3"	"Faculty"	"0"
"leclaira"	"2014-02-25"	"CLU"	"UNIVERSITY of CALIFORNIA, LOS ANGELES"	"CA"	false	"24"	"Faculty"	"0"
"leclaira"	"2017-04-20"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"leclaira"	"2016-05-23"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"13"	"Faculty"	"966"
"leclaira"	"2016-05-23"	"MHA"	"HAMLINE UNIVERSITY"	"MN"	false	"6"	"Faculty"	"0"
"leclaira"	"2017-09-06"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"6"	"Faculty"	"139"
"leclaira"	"2016-04-22"	"HLS"	"HARVARD UNIV, HARVARD COL LIBRARY"	"MA"	false	"6"	"Faculty"	"146"
"leeb2"	"2016-07-18"	"RBN"	"BROWN UNIVERSITY"	"RI"	false	"0"	"Student"	"0"
"leec2"	"2017-06-29"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"7"	"Student"	"113"
"leiterc"	"2017-09-29"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"lem"	"2017-10-12"	"FNN"	"NOVA SOUTHEASTERN UNIVERSITY"	"FL"	false	"15"	"NA"	"0"
"lentliec"	"2014-10-24"	"CBY"	"COLBY COLLEGE"	"ME"	true	"7"	"Faculty"	"245"
"lenzae"	"2015-03-18"	"ION"	"COE COLLEGE"	"IA"	false	"8"	"Student"	"0"
"letournn"	"2017-03-13"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"3"	"Student"	"14"
"letournn"	"2015-06-08"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"levin"	"2016-12-05"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Student"	"10"
"levin"	"2016-12-05"	"CS1"	"CALIFORNIA STATE UNIV, SAN MARCOS"	"CA"	false	"5"	"Student"	"0"
"levin"	"2017-03-14"	"YZA"	"ALBANY LAW SCH"	"NY"	false	"2"	"Student"	"0"
"lewinj"	"2016-10-19"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"7"	"Faculty"	"78"
"lewinj"	"2016-12-05"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"9"	"Faculty"	"237"
"lewinj"	"2017-01-06"	"SNN"	"SMITH COLLEGE"	"MA"	false	"8"	"Faculty"	"74"
"lewinj"	"2017-01-06"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"6"	"Faculty"	"1642"
"lewinj"	"2017-09-27"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"8"	"Faculty"	"78"
"lewinj"	"2016-12-05"	"VLW"	"WASHINGTON & LEE UNIVERSITY"	"VA"	false	"4"	"Faculty"	"453"
"lewinj"	"2016-11-11"	"QUE"	"ALBUQUERQUE BERNALILLO CNTY LIBRARY"	"NM"	false	"18"	"Faculty"	"0"
"lewinj"	"2017-06-02"	"WCM"	"WILLIAMS COLL"	"MA"	false	"6"	"Faculty"	"37"
"lewisb"	"2016-10-24"	"KKU"	"UNIVERSITY of KANSAS"	"KS"	false	"6"	"Faculty"	"0"
"liangj"	"2016-01-12"	"PUL"	"PRINCETON UNIVERSITY"	"NJ"	false	"5"	"NA"	"175"
"liangj"	"2015-10-29"	"IBK"	"KNOX COLLEGE"	"IL"	false	"6"	"NA"	"0"
"liangj"	"2016-01-12"	"PUL"	"PRINCETON UNIVERSITY"	"NJ"	false	"5"	"NA"	"175"
"liangj"	"2016-01-04"	"BUF"	"SUNY at BUFFALO"	"NY"	true	"3"	"NA"	"248"
"liangj"	"2016-01-04"	"IBK"	"KNOX COLLEGE"	"IL"	false	"6"	"NA"	"0"
"liangj"	"2016-01-04"	"HLS"	"HARVARD UNIV, HARVARD COL LIBRARY"	"MA"	false	"7"	"NA"	"146"
"liangj"	"2015-11-30"	"IUL"	"INDIANA UNIVERSITY"	"IN"	false	"14"	"NA"	"702"
